course_code,course_name
BCOM 220,BCOM 220/221/BBAM 220/221/BUST 122/AGBM 221: PRINCIPLES OF MARKETING
BCOM 221,BCOM 221/BCOM 220 / BBAM 221/ BUST 122: PRINCIPLES OF MARKETING
BCOM 230,"/ BCOM 231: BUSINESS FINANCE,BCOM, BPLM, BEEM, BCOP, BCOM 231"
BCOM 231,BUSINESS FINANCE
BCOM 240,BCOM 240/241: RISK AND INSURANCE
BCOM 241,BCOM 241/BUST 321: RISK AND INSURANCE
BCOM 251,INTRODUCTION TO HUMAN RESOURCE MANAGEMENT
BCOM 262,BCOM 262/AGBM 241: BUSINESS STATISTICS I
BCOM 263,BCOM 263/BCOM 272/BBAM 272: OPERATIONS RESEARCH I
BCOM 272,BCOM 272/BCOM 236/BBAM 272/ECON 434/AGEC 415: OPERATIONS RESEARCH I
BCOM 301,BCOM 301/BBAM 301/ BCOM 303/ BBAM 303: BUSINESS LAW II
BCOM 302,BCOM 302/355: ORGANIZATIONAL BEHAVIOR INSTRUCTIONS
BCOM 303,CAREER MANAGEMENT
BCOM 307,ANTIBIOTICS
BCOM 311,ADVANCED FINANCIAL ACCOUNTING I
BCOM 312,PUBLIC SECTOR ACCOUNTING STREAMS
BCOM 313,BCOM 313/316: ACCOUNTING INFORMATION SYSTEMS
BCOM 314,MANAGEMENT ACCOUNTING   BUST 421: MANAGEMENT ACCOUNTING II
BCOM 315,BCOM 315/AGBM 415: TAX LAW AND PRACTISE
BCOM 316,ACCOUNTING INFORMATION SYSTEMS
BCOM 321,BCOM 321/BUST 424: SALES MANAGEMENT
BCOM 323,MARKETING INFORMATION SYSTEMS
BCOM 324,PUBLIC RELATIONS AND CUSTOMER SERVICE
BCOM 325,CONSUMER BEHAVIOUR
BCOM 326,MARKETING COMMUNICATIONS
BCOM 327,BUSINESS SECTOR MARKETING
BCOM 329,MARKETING ETHICS
BCOM 331,FINANCIAL INSTITUTIONS AND MARKETS STREAMS: Y3S1
BCOM 332,CORPORATE FINANCE STREAMS: ODEL
BCOM 333,MONEY AND BANKING STREAMS: BCOM Y3S1 ODEL
BCOM 334,FINANCIAL STATEMENT ANALYSIS STREAMS: BCOM Y3S1
BCOM 335,BCOM 335/BUST 412/BCOM 337: FINANCIAL MANAGEMENT
BCOM 336,BANKING LAW AND PRACTICE
BCOM 337,FINANCIAL MANAGEMENT 1
BCOM 338,REAL ESTATE FINANCE AND INVESTMENT
BCOM 339,MICRO FINANCE FOR DEVELOPMENT
BCOM 341,RISK MANAGEMENT STREAMS: BCOM/BCOP Y3S1
BCOM 342,PROPERTY INSURANCE
BCOM 343,INSURANCE LAW
BCOM 344,PENSIONS MANAGEMENT STREAMS: BCOM Y3S1
BCOM 345,LIABILITY INSURANCE
BCOM 346,INSURANCE OF TRANSPORTATION 1
BCOM 347,INTRODUCTION TO ACTURIAL SCIENCE
BCOM 348,INSURANCE MARKETING
BCOM 351,BCOM 351/BBAM 300/BCOM 300/BUST 312/AGBM 231: ORGANISATIONAL THEORY
BCOM 352,LABOUR ECONOMICS
BCOM 353,HUMAN RESOURCE PLANNING STREAMS: BCOM ODEL
BCOM 354,HUMAN RESOURCE DEVELOPMENT
BCOM 355,BCOM 355/BBAM 302/BCOM 302: ORGANIZATIONAL BEHAVIOUR
BCOM 356,EMPLOYEE RESOURCING
BCOM 357,MANAGEMENT OF DIVERSITY IN WORKPLACE
BCOM 358,LABOR RELATIONS MANAGEMENT STREAMS: ODEL
BCOM 360,BCOM 360/BCOM 251/BUST 324: INTRODUCTION TO HUMAN RESOURCE MANAGEMENT
BCOM 361,BCOM 361/ B. COM 371/BBAM 371 :OPERATIONS RESEARCH II
BCOM 362,MATERIAL MANAGEMENT STREAMS: ODEL
BCOM 363,HUMAN RESOURCE PLANNING
BCOM 364,BCOM 364/357: MANAGEMENT OF DIVERSITY
BCOM 365,BUSINESS STATISTICS II
BCOM 366,STATISTICAL QUALITY CONTROL
BCOM 371,BCOM 371/BBAM 371: OPERATIONS RESEARCH II
BCOM 400,BCOM 400/401: RESEARCH METHODOLOGY
BCOM 401,CUSTOMER CARE AND PUBLIC RELATIONS
BCOM 402,BCOM 402/403/AGBM 451/BBAM 402/BUST 411: STRATEGIC MANAGEMENT
BCOM 403,/ BCOM 405 / BENS 404: BUSINESS ETHICS
BCOM 404,ENTREPRENEURSHIP AND SMALLL BUSINESS MANAGEMENT
BCOM 405,BCOM 405/403/BENS 404: BUSINESS ETHICS
BCOM 410,AUDITING 1
BCOM 411,TAX LAWS AND PRACTICE
BCOM 412,BCOM 412/414: AUDITING II
BCOM 413,SPECIALISED FINANCIAL ACCOUNTING TECHNIQUES STREAMS: ODEL Y4S1
BCOM 414,AUDITING II
BCOM 415,INTERNATIONAL ACCOUNTING
BCOM 416,TRUST AND EXECUTOR SHIP ACCOUNTING
BCOM 417,BCOM 417/416: TRUST AND EXECUTORSHIP ACCOUNTING
BCOM 418,ADVANCED SPECIALIZED FINANCIAL ACCOUNTINF TECHNIQUES
BCOM 420,MARKETING RESEARCH
BCOM 421,INTERNATIONAL MARKETING
BCOM 422,STRATEGIC MARKETING
BCOM 423,INTERNATIONAL MARKETING
BCOM 424,COMMERCE BCOM 424: STRATEGIC MARKETING
BCOM 425,MARKETING OF SERVICES AND NON-PROFIT ENTITIES
BCOM 426,MARKETING AND SOCIETY
BCOM 427,RELATIONSHIP MARKETING
BCOM 430,BCOM 430/432: MANAGEMENT AND RELATION OF FINANCIAL INSTITUTIONS AND MARKETS
BCOM 431,FINANCIAL MANAGEMENT II
BCOM 432,MANAGEMENT OF FINANCIAL INSTITUTIONS
BCOM 433,FINANCIAL MODELLING AND FORECASTING STREAMS: BCOM Y4S1
BCOM 434,INTERNATIONAL FINANCE
BCOM 435,INVESTMENT AND PORTFOLIO MANAGEMENT
BCOM 436,FINANCIAL ECONOMETRICS
BCOM 437,CORPORATE FINANCIAL REPORTING
BCOM 440,MARINE INSURANCE
BCOM 441,INSURANCE OF TRANSPORTATION II
BCOM 442,LIFE INSURANCE
BCOM 444,REINSURANCE
BCOM 445,HEALTH INSURANCE
BCOM 446,SOCIAL INSURANCE
BCOM 447,STATISTICAL QUALITY CONTROL METHODS
BCOM 451,MANAGING HUMAN RESOURCE PERFORMANCE
BCOM 452,STRATEGIC HUMAN RESOURCE MANAGEMENT
BCOM 453,HUMAN RESOURCE INFORMATION SYSTEMS STREAMS: ODEL
BCOM 454,LABOR LAWS
BCOM 455,COMPENSATION MANAGEMENT STREAMS: ODEL
BCOM 456,MANAGEMENT OF CHANGE
BCOM 458,MANAGING CONFLICT AT WORK PLACE
BCOM 460,BCOM 460/BCOM 451: MANAGING OF HUMAN RESOURCE PERFORMANCE
BCOM 461,COMPENSATION MANAGEMENT
BCOM 462,OPERATIONS MANAGEMENT
BCOM 463,BUSINESS FORECASTING
BCOM 464,TOTAL QUALITY MANAGEMENT
BCOM 465,MANAGEMENT INFORMATION SYSTEMS.
BCOM 466,ADVANCED BUSINESS STATISTICS
BCOM 467,SIMULATION FOR OPERATIONS MANAGEMENT
BCOM 469,INTERNATIONAL OPERATIONS MANAGEMENT
BCOM 470,PROJECT MANAGEMENT
BCOM 471,OPERATION MANAGEMENT
BCOM 477,STATISTICAL QUALITY CONTROL
BCOP 111,MANAGEMENT BCOP 111: INTRODUCTION TO COOPERATIVE MANAGEMENT
BCOP 112,COOPERATIVE PHILOSOPHY Y1 S2
BCOP 121,COOPERATIVE PRODUCT DEVELOPMENT
BCOP 201,COOPERATIVE EDUCATION AND TRAINING
BCOP 202,CO-OPERATIVE LAW 1
BCOP 211,COOPERATIVES AND RURAL DEVELOPMENT
BCOP 231,COOPERATIVE AND MICRO FINANCE MANAGEMENT
BCOP 232,COOPERATIVE BANKING
BCOP 233,COOPERATIVE MANAGEMENT
BCOP 241,CO-OPERATIVE ACCOUNTING
BCOP 251,COOPERATIVE ECONOMICS
BCOP 301,CO - OPERATIVES AND SOCIAL DEVELOPMENT
BCOP 302,CO-OPERATIVE LAW II
BCOP 311,COOPERATIVE POLICY
BCOP 312,CO-OPERATIVE PROCUREMENT
BCOP 331,CREDIT MANAGEMENT
BCOP 341,COOPERATIVE AUDITING
BCOP 402,ENTRERENEURSHIP
BCOP 411,COMPARATIVE CO-OPERATIVE MOVEMENT
BCOP 412,CORPORATE GOVERNANCE
BCOP 431,RESOURCE MOBILIZATION
BCOP 432,MICRO ENTERPRISE PROJECT MANAGEMENT
BECO 111,PRINCIPLES OF ECOTOURISM
BECO 231,COMMUNITY BASED ECOTOURISM
BECO 241,INTERNATIONAL AND DOMESTIC TOURISM DEVELOPMENT
BECO 242,ECOTOURISM PRODUCT DEVELOPMENT
BECO 243,TOURISM MARKETING
BECO 251,BECO 251/BCHM 302: ENVIRONMENTAL MANAGEMENT FOR HOTELS
BECO 321,ECOTOURISM PROMOTION
BECO 331,POLLUTION MANAGEMENT IN TOURISM
BECO 351,ECO-LODGE FACILITIES DEVELOPMENT
BECO 371,TOURISM AND HOSPITALITY INFORMATION SYSTEMS  MANAGEMENT
BECO 372,ENTREPRENEURSHIP IN TOURISM AND HOSPITALITY INDUSTRY
BECO 381,TOUR CIRCUIT PLANNING
BECO 461,"RECREATION, SPORTS AND EXERCISE MANAGEMENT"
BECO 462,GLOBAL ECOTOURISM MANAGEMENT
BECO 482,TOHM/BECO 482: LEGAL ASPECTS IN HOSPITALITY AND TOURISM INDUSTRY
BEEM 111,BEEM 111/FOST 466/BCOP 402: PRINCIPLES OF ENTREPRENEURSHIP
BEEM 112,ENTERPRENEURSHIP DEVELOPMENT
BEEM 113,INTERNATIONAL DIMENSIONS OF ENTREPRENEURSHIP
BEEM 121,INTRODUCTION TO BUSINESS MANAGEMENT
BEEM 214,STRATEGIC ENTREPRENEURSHIP MANAGEMENT
BEEM 215,ENTREPRENEURIAL BEHAVIOUR
BEEM 216,FUNDAMENTALS OF ENTREPRENEURSHIP
BEEM 322,TECHNOLOGY AND INNOVATION MANAGEMENT
BEEM 323,INTERNATIONAL MARKETING FOR SMALL BUSINESS
BEEM 324,SMALL BUSINESS FINANCING
BEEM 325,MANAGEMENT OF ENTREPRENEURIAL VENTURES
BEEM 331,HIGH TECHNOLOGY VENTURES
BEEM 332,ENTREPRENEURSHIP AND ECONOMIC DEVELOPMENT
BEEM 334,SOCIAL ENTREPRENEURSH IP
BEEM 401,BEEM 401/BEEM 335: ENTREPRENEURSHIP SKILLS
BEEM 403,ELECTRONIC COMMERCE
BEEM 410,INFORMATION MANAGEMENT IN SMALL BUSINESSES
BEEM 427,FAMILY BUSINESS MANAGEMENT
BEEM 428,BUSINESS CONSULTING
BEEM 429,BUSINESS PLANNING
BEEM 435,ENTERPRISE PROMOTION
BEEM 436,CORPORATE ENTREPRENEURSHIP
BEEM 437,SMALL BUSINESS POLICY AND STRATEGY DEVELOPMENT
BEEM 442,RESEARCH METHODOLOGY
BENS 400,FAMILY BUSINESS MANAGEMENT
BENS 401,BENS 401/BBAM 375: E-COMMERCE
BENS 402,BUSINESS CONSULTING
BENS 420,ENTREPRENEURSHIP AND BUSINESS ETHICS
BENS 421,MANAGEMENT OF ENTREPRENEURIAL VENTURES
BENS 422,ENTREPRENEURIAL VENTURE CAPITAL
BIO 204,BIO204: INTRODUCC TION TO AMINO ACIDS AND PROTEINS
BIOC 0011,BIOC 00113: INTRODUCTION TO GENERAL BIOCHEMISTRY
BIOC 0113,BASIC BIOCHEMISTRY STREAMS: DIPLOMA AGED
BIOC 100,INTRODUCTION TO BIIOCHEMISTRY AND BIODIVERSITY
BIOC 200,BIOC 200/BIOC 204: INTRODUCTORY BIOCHEMISTRY
BIOC 201,PHYSICAL BIOCHEMISTRY
BIOC 202,BIOCHEMISTRY OF CARBHOHYDRATES
BIOC 203,BIOCHEMISTRY OF LIPIDS STREAMS: BSC (BIOC)
BIOC 204,BIOC 204/206: BIOCHEMISTRY OF AMINO ACIDS AND PROTEIN
BIOC 205,BIOCHEMISTRY OF VITAMINS AND MINERALS
BIOC 208,BIOCHEMISTRY OF CARBOHYDRATES
BIOC 215,BIOCHEMISTRY OF VITAMINS AND MINERALS
BIOC 220,BASIC METABOLISM 1
BIOC 221,BASIC METABOLISM II
BIOC 222,XENOBIOTICS METABOLISM AND DRUG DEVELOPMENT
BIOC 230,FUNDAMENTALS OF BIOTECHNOLOGY
BIOC 240,BIOCHEMICAL INSTRUMENTATION STREAMS:BSC BIOC
BIOC 241,INTEGRATED LABORATORY TECHNIQUES I
BIOC 302,BIOCHEMICAL BACTERIOLOGY AND MYCOLOGY
BIOC 304,BASIC NUTRITION
BIOC 305,INDUSTRIAL BIOCHEMISTRY
BIOC 306,BIOMEMBRANES AND CELLULAR SIGNALING
BIOC 307,BIOC 307/335: ANTIBIOTICS
BIOC 309,BIIOCHEMISTRY OF GENE EXPRESSION
BIOC 310,ENZYMOLOGY (2019/2020)
BIOC 311,BIOMEMBRANES AND BIOSIGNALING STREAMS: BSC BIOC
BIOC 312,BIOCHEMISTRY OF FOOD PROCESSING
BIOC 313,NUTRITIONAL BIOCHEMISTRY STREAMS: BSC BIOC
BIOC 314,ENVIRONMENTAL BIOCHEMISTRY
BIOC 315,BIOCHEMISTRY OF FOOD PROCESSING
BIOC 330,BIOCHEMISTRY OF NUCLEIC ACIDS
BIOC 331,BIOCHEMISTRY OF PATHOGENIC BACTERIA & FUNGI STREAMS: BIOC
BIOC 332,BIOCHEMISTRY OF PARASITES STREAMS: BSC BIOC
BIOC 333,MICROBIAL BIOCHEMISTRY
BIOC 334,INDUSTRIAL BIOCHEMISTRY
BIOC 335,THIRD YEAR EXAMINATION BIOC 335: ANTIBIOTICS
BIOC 342,INTEGRATED LABORATORY TECHNIQUES II
BIOC 350,BIOCHEMISTRY OF NUCLEIC ACIDS STREAMS: BSC BIOC Y3S1
BIOC 351,BIOCHEMISTRY OF GENE EXPRESSION
BIOC 394,RADIOBIOLOGY AND RADIOTRACER TECHNIQUE
BIOC 400,BIOC 400/406: IMMUNOLOGY
BIOC 401,SPECIAL METABOLISM
BIOC 402,BIOCHEMISTRY OF HORMONES
BIOC 403,CLINICAL BIOCHEMISTRY
BIOC 404,BIOC 404/425: METABOLIC REGULATION AND INTERGRATION
BIOC 405,REPRODUCTIVE BIOCHEMISTRY
BIOC 406,COMPARATIVE ANIMAL BIOCHEMISTRY
BIOC 408,MOLECULAR CELL BIOLOGY
BIOC 409,DNA TECHNOLOGY
BIOC 410,BIOTECHNOLOGY I
BIOC 412,INTEGRATED LABORATORY TECHNIQUES III
BIOC 414,BIOTECHNOLOGY II
BIOC 415,PLANT BIOCHEMISTRY
BIOC 416,MEDICAL BIOCHEMISTRY I STREAMS: BSC BIOC
BIOC 417,MEDICAL BIOCHEMISTRY II
BIOC 418,COMPARATIVE ANIMAL BIOCHEMISTRY
BIOC 423,SPECIAL METABOLISM STREAMS: BIOC
BIOC 424,BIOCHEMICAL ENDOCRINOLOGY
BIOC 425,METABOLISM REGULATIONS AND INTEGRATION
BIOC 426,REPRODUCTIVE BIOCHEMISTRY
BIOC 436,APPLIED BIOCHEMISTRY STREAMS:BSC BIOC
BIOC 443,INTERGRATED LABORATORY TECHNIQUES III
BIOC 450,CLINICAL PATHOLOGY
BIOC 451,DIAGNOSTIC MICROBIOLOGY AND PARASITOLOGY
BIOC 452,DNA TECHNOLOGY
BIOC 850,ADVANCES IN PLANT BIOCHEMISTRY
BIOL 0010,BIOL 00100: BOTANY AND ZOOLOGY STREAMS: CERT
BLAW 111,LEGAL SYSTEMS AND LEGAL METHODS
BLAW 112,LEGAL COMMUNICATION SKILLS
BLAW 114,SOCIAL FOUNDATIONS OF LAW
BLAW 115,LEGAL RESEARCH AND WRITING
BLAW 121,CONSTITUTIONAL LAW
BLAW 122,– PROFESSIONAL ETHICS & PRACTICE
BLAW 123,LEGAL AND LEGISLATIVE DRAFTING
BLAW 124,CRIMINOLOGY AND PENOLOGY
BLAW 126,LAW OF TORTS
BLAW 213,ADMINISTRATIVE LAW
BLAW 214,COMMERCIAL LAW
BLAW 215,LAND LAW
BLAW 216,LAW OF BUSINESS ASSOCIATIONS I
BLAW 221,CRIMINAL LAW
BLAW 223,LAW OF BUSINESS ASSOCIATIONS II
BLAW 224,AGRICULTURE LAW
BLAW 225,THE LAW OF PROPERTY
BLAW 311,CRIMINAL PROCEDURE
BLAW 313,ENVIRONMENTAL LAW
BLAW 314,– ALTERNATIVE DISPUTE RESOLUTION
BLAW 315,LABOUR LAW
BLAW 316,– COMPETITION LAW
BLAW 318,BANKING LAW
BLAW 411,JURISPRUDENCE
BLAW 424,PUBLIC PROCUREMENT LAW
BLAW 426,CONSUMER PROTECTION LAW
BLAWS 211,INTRODUCTION TO NATURAL RESOURCES MANAGEMENT AND ENVIRONMENTAL LAW STREAMS: BLAW
BLIS 401,AUTOMATION OF LIBRARIES AND INFORMATION CENTRES
BLIS 402,MARKETING LIBRARY AND INFORMATION SERVICES
BLIS 403,ADVANCED INFORMATION RETRIEVAL
BLIS 404,LIBRARY SUPERVISION AND MANAGEMENT
BLIS 406,LIBRARY COOPERATION AND RESOURCES SHARING
BMED 212,MEDICAL CELL AND STRUCTURAL BIOLOGY
BMED 230,MEDICAL AND VETERIARY ENTOMOLOGY
BMED 233,MEDICAL PROTOZOOLOGY
BMED 313,MOLECULAR PHYSIOLOGY
BMED 331,BACTERIOLOGY & MYOCOGY
BMED 332,APPLIED MICRIBIOLOGY
BMED 340,DRUG AND FOOD STANDARDIZATION
BMED 347,MOLECULAR BIOLOGY OF THE GENE
BMED 419,IMMUNOLOGY AND IMMUNOCHEMISTRY
BMED 420,RECOMBINANT DNA TECHNIQUES
BMED 421,TOXICOLOGY AND ENVIRONMENTAL PYSIOLOGY
BMED 447,ANIMAL CELL CULTURE AND BIOTECHNOLOGY
BMED 448,FUNDAMENTALS OF BIOENGINEERING
BMED 449,BIOMEDICAL INSTRUMENTATION
BMED 451,MEDICAL ENDOCRINOLOGY
BMED 452,HOSPITAL AND LABORATORY MANAGEMENT
BMED 453,SPECIAL TOPICS IN BIOMEDICAL SCIENCE AND TECHNOLOGY
BMED 454,BIOETHICS
BMED 455,RESEARCH ETHICS
BMET 101,INTRODUCTION TO BIOMEDICAL SCIENCES STREAMS: BSC BMET
BMET 110,HUMAN MORPHOLOGY AND DEVELOPMENTAL ANATOMY
BMET 111,HUMAN PHYSIOLOGY
BMET 212,MEDICAL CELL AND STRUCTURAL BIOLOGY
BMET 213,MEDICAL HISTOLOGY STREAM BSC (BMET) Y2S1
BMET 214,BIOCHEMISTRY OF BIOMOLECULES
BMET 221,PATHOPHYSIOLOGY STREAMS: BSC. BIOC
BMET 222,MICROBIAL PHYSIOLOGY AND GENETICS
BMET 230,MEDICAL AND VETERINARY ENTOMOLOGY STREAM BSC (BMED)
BMET 231,MEDICAL PROTOZOOLOGY
BMET 232,MEDICAL VIROLOGY
BMET 233,MEDICAL HELMINTHOLOGY
BMET 315,MOLECULAR PHYSIOLOGY STREAMS: BSC BMET
BMET 316,METABOLISM OF LIPIDS AND NITROGENOUS COMPOUNDS
BMET 334,MEDICAL BACTERIOLOGY & MYCOLOGY STREAMS: BMET
BMET 335,APPLIED MICROBIOLOGY
BMET 336,INTRODUCTION TO PHARMACOLOGY
BMET 337,DRUG DELIVERY SYSTEMS
BMET 340,DRUGS AND FOOD STANDARDIZATION
BMET 341,MOLECULAR BIOLOGY OF GENE
BMET 350,BIOMEDICAL TECHNIQUES
BMET 417,IMMUNOLOGY AND IMMUNOCHEMISTRY
BMET 423,BMET 423/BMED 421: TOXICOLOGY ENVIRONMENTAL PHYSIOLOGY
BMET 424,CLINICAL PATHOLOGY
BMET 442,RECOMBINATION DNA TECHNIQUES
BMET 443,ANIMAL CELL CULTURE AND BIOTECHNOLOGY
BMET 444,BIOMEDICAL ENGINEERING AND INSTRUMENTATION
BMET 451,DIAGNOSTIC MICROBIOLOGY AND PARASITOLOGY STREAM BSC (BMET)
BMET 452,MEDICAL IMAGING TECHNIQUES STREAM BSC (BMED)
BMET 453,HOSPITAL AND LABORATORY MANAGEMENT
BMET 454,BIOETHICS
BOTA 0101,BOTANY
BOTA 0111,GENERAL GENETICS
BOTA 0131,GENERAL MICROBIOLOGY
BOTA 101,BOTA 101/100: GENERAL BOTANY
BOTA 102,FUNDAMENTALS OF MICROBIOLOGY AND BIOTECHNOLOGY
BOTA 103,METHODS AND INSTRUMENTATION IN MICROBIOLOGY AND BIOTECHNOLOGY
BOTA 111,BOTA 111/102: GENERAL GENETICS
BOTA 121,PLANT TAXONOMY AND MORPHOLOGY
BOTA 131,BOTA 131/MICB 131: GENERAL MICROBIOLOGY
BOTA 220,MICROBIAL ECOLOGY
BOTA 222,BACTERIOLOGY
BOTA 223,PRINCIPLES OF MOLECULAR GENETICS
BOTA 232,PHYCOLOGY
BOTA 233,MYCOLOGY
BOTA 241,TAXONOMY OF HIGHER PLANTS
BOTA 251,INTRODUCTION TO PLANT PATHOLOGY
BOTA 271,BOTA 271/202: PLANT PHYSIOLOGY I
BOTA 302,BIOSTATISTICS
BOTA 312,PLANT GENETIC RESOURCES MANAGEMENT
BOTA 314,HORTICULTURAL CROP PROTECTION
BOTA 322,PLANT GROWTH AND DEVELOPMENT
BOTA 330,FOOD MICROBIOLOGY
BOTA 331,INTRODUCTION TO PHYTOPATHOLOGY
BOTA 334,TECHNOLOGY OF MUSHROOM PRODUCTION
BOTA 335,ADVANCED MICROBIOLOGY
BOTA 338,LABORATORY TECHNIQUES IN BACTERIOLOGY
BOTA 342,ECONOMIC BOTANY
BOTA 352,PRINCIPLES OF CROP PROTECTION
BOTA 361,PLANT ECOLOGY
BOTA 391,RESEARCH METHODS AND SEMINARS
BOTA 405,PLANT EVOLUTION
BOTA 411,INTRODUCTION TO MOLECULAR GENETICS
BOTA 412,PLANT BIOTECHNOLOGY
BOTA 413,MICROBIAL AND MOLECULAR GENETICS
BOTA 436,INDUSTRIAL MICROBIOLOGY
BOTA 437,BARCTERIOLOGY AND NEMATOLOGY
BOTA 453,PLANT PATHOLOGY
BOTA 473,PLANT BIOCHEMISTRY
BOTA 474,PLANT PHYSIOLOGY II
BOTA 801,METHODS AND TECHNIQUES IN BOTANY STREAMS: MSC (BOTA)
BOTA 802,ADVANCED PLANT PATHOLOGY
BOTA 803,"BIOMETRY, EXPERIMENTATION AND METHODOLOGY STREAMS: MSC"
BOTA 804,BIOTECHNOLOGY AND BIOINFORMATICS
BOTA 805,EPIDEMIOLOGY AND PLANT DISEASE CONTROL STREAMS: MSC BOTA
BOTA 806,BACTERIAL PLANT DISEASES
BOTA 814,ADVANCED MYCOLOGY
BOTA 830,ENVIRONMENTAL MICROBIOLOGY
BOTA 831,APPLIED MICROBIOLOGY
BOTA 832,MICROBIAL PHYSIOLOGY
BOTA 854,MOLECULAR PATHOLOGY
BOTA 857,BREEDING FOR PEST AND DISEASE RESISTANCE
BOTA 872,PLANT MOLECULAR GENETICS
BOTA 910,RESEARCH METHODOLOGY STREAMS: PhD
BOTA 912,SUSTAINABLE BIODIVERSITY STREAMS: PhD BOTANY
BOTA 922,PLANT GROWTH AND DEVELOPMENT STREAMS: PhD
BOTA 931,PLANT BIOTECHNOLOGY
BOTA 932,PLANT BREEDING AND GENETICS
BOTA 933,PROKARYOTIC MOLECULAR GENETICS
BOTA 934,ADVANCED SOIL MICROBIOLOGY STREAMS: PhD
BOTA 941,ECONOMIC BOTANY STREAMS: PhD (BOTANY)
BOTA 951,PLANT PATHOLOGY AND PEST MANAGEMENT
BOTA 961,ADVANCED PLANT ECOLOGY STREAMS: PhD (BOTA)
BOTA 971,ADVANCES IN PLANT PHYSIOLOGY STREAMS: PhD (BOTA)
BOTA 972,PLANT GROWTH AND DEVELOPENT
BOTA 973,POPULATION GENETICS AND BIOINFORMATICS
BOX 109,"TECHNOLOGY APPLICATION IMPEDIMENTS ON BUSINESS IDEA SCREENING AND  SUSTAINABILITY OF AGRO-BASED YOUTH OWNED SMALL AND MEDIUM ENTERPRISES IN  MERU COUNTY Peter Gituma Kimathi Faculty of Business Studies, Chuka University, P. O. Box 109-60400. Chuka, Kenya."
BPLM 101,BPLM 101/ECON 100: INTRODUCTION TO ECONOMICS
BPLM 102,BPLM 102/BCOM 170/BCOM 161: BUSINESS MATHEMATICS I
BPLM 111,INTRODUCTION TO PROCUREMENT AND LOGISTICS  MANAGEMENT
BPLM 112,SUPPLIES AND MATERIALS MANAGEMENT I
BPLM 113,INTRODUCTION TO SUPPLY CHAIN MANAGEMENT
BPLM 114,INTRODUCTION TO SUPPLY CHAIN MANAGEMENT
BPLM 115,PUBLIC PROCUREMENT
BPLM 116,PUBLIC PROCUREMENT
BPLM 121,SUPPLIES AND MATERIALS MANAGEMENT I
BPLM 171,PRINCIPLES OF ACCOUNTING STREAMS: BPLM Y1S2
BPLM 211,STORES MANAGEMENT AND STOCK CONTROL
BPLM 212,TRANSPRORT MANAGEMENT
BPLM 213,MANAGING SUPPLY CHAIN RELATIONSHIPS
BPLM 214,RETAIL AND MERCHANDISE MANAGEMENT
BPLM 215,INVENTORY MANAGEMENT
BPLM 216,PURCHASING POLICY AND STRATEGY
BPLM 221,BCOM /BPLM 221: PRINCIPLES OF MARKETING
BPLM 223,CLEARING AND FORWARDING
BPLM 271,INTERMEDIATE ACCOUNTING I
BPLM 302,BPLM 302/AGBM 404/BCOM 202: BUSINESS LAW
BPLM 311,SYSTEMS PRODUCTION MANAGEMENT
BPLM 312,SUSTAINABLE SUPPLY CHAIN MANAGEMENT
BPLM 313,PROCUREMENT MANAGEMENT
BPLM 314,INTERNATIONAL PROCUREMENT
BPLM 315,PROCUREMENT LAW
BPLM 321,/ BPSM 402: FINANCIAL MANAGEMENT
BPLM 324,LOGISTICS MANAGEMENT
BPLM 325,PROCUREMENT RECORDS MANAGEMENT
BPLM 361,PROJECT MANAGEMENT
BPLM 400,"BPLM 400,BPLM 401,BENS 403: CUSTOMER CARE AND PUBLIC RELATIONS"
BPLM 401,BPLM 401/BPSM 400/BENS 403: CUSTOMER CARE & PUBLIC RELATIONS
BPLM 404,OPERATIONS IN PURCHASING & SUPPLIES MANAGEMENT
BPLM 410,PURCHASING INFORMATION SYSTEMS
BPLM 411,BPLM 411/410: E-PROCUREMENT
BPLM 412,ETHICS IN PURCHASING AND SUPPLIES MANAGEMENT
BPLM 413,OPERATIONS IN PURCHASING & SUPPLIES MANAGEMENT
BPLM 414,SUPPLY CHAIN MANAGEMENT
BPLM 415,PORT MANAGEMENT
BPLM 421,INVESTMENT MANAGEMENT
BPLM 422,PRINCIPLES OF AUDITING
BPLM 425,BPSM/BPLM 425: TRANSPORT ECONOMICS
BPLM 450,RESEARCH METHODOLOGY
BPMS 425,MANAGEMENT OF PUBLISHING AND MEDIA HOUSES
BPSM 113,SUPPLIES AND MATERIALS MANAGEMENT II
BPSM 121,BPSM121/ BPSM 271/BPLM 113: SUPPLIES AND MATERIALS MANAGEMENT II
BPSM 201,BPSM 201/BPLM 211: STORES MANAGEMENT AND STOCK CONTROL
BPSM 271,SUPPLIES AND MATERIAL MANAGEMENT
BPSM 313,PROCUREMENT MANAGEMENT
BPSM 401,BPSM 401/BPLM 425: TRANSPORT ECONOMICS
BPSM 402,FINANCIAL MANAGEMENT
BPSM 403,BPSM 403/BPSM 412: ETHICS IN PROCUREMENT AND SUPPLIES
BPSM 405,SOCIAL RESPONSIBILITY IN BUSINESS
BPSM 406,AUDITING
BPSM 411,BPLM /BPSM 411: E-PROCUREMENT
BRMT 410,ADVANCED RECORD MANAGEMENT STREAM: BSC (IS) Y4S1
BRMT 414,RECORDS CONTROL AND SECURITY
BRMT 415,MANAGEMENT OF REGISTRIES
BSIS 100,INTRODUCTION TO INFORMATION SCIENCE STREAMS: BSIS
